userName,score,at,content,sentiment
Reny Febrianti,5,2023-02-01 23:04:05,"Dari dulu tuh paling suka dari my Telkomsel Karna ada daily check-in biar dapet kuota tambahan,tapi sekarang periode nya cuma 18 hari doang klo gasalah ,belum dapet yang kuota udah ilang tuh periode ,,dan kalo bisa jangan mahal mahal dong harga kuotanya 🥺masa 50ribu cuma dapet bbrp GB doang hmm ,Oya tapi ada sukanya Karna udah ada pulsa jaga,sippp",NETRAL
Sri Wahyuni,4,2023-02-01 01:35:57,ok sangat baik,POSITIF
riris prasetyo,2,2023-02-10 12:07:19,"Aplikasi kadang susah dibuka, kadang juga gedek sama jaringannya setauku ini perusahaan terbesar di indonesia tapi jaringannya kok gak stabil pantas indonesia jadi negara dgn jaringan terburuk seasean",NEGATIF
ajie gbastian,5,2023-02-26 16:05:46,kasih menang ke ya allah,NETRAL
Iswadi Idris,5,2023-02-01 00:58:27,ok buaaaanget...!!!,POSITIF
Adi Subandi,2,2023-02-11 00:26:15,"Daily check innya yg sekarang lucu banget min, baru mulai program tgl 10 bln 2, ko tersisa waktu tinggal 18 hari lg. Sinyal nya yg sekarang ko semakin tdk lbh baik, malah kalah sama kartu 3.",NEGATIF
Erdiana Prihandini,5,2023-02-06 17:59:22,good 👍👍👍,POSITIF
Jancook 064,5,2023-02-16 09:18:34,"Aplikasi yg sangat bagus, rekomendasi banget untuk pengguna kartu Telkomsel",POSITIF
Yohana Rumpalaba,4,2023-02-05 11:19:33,sangat menyenangkan,POSITIF
Arya Aji,5,2023-02-27 11:46:30,"Setelah berpuluh tahun pake telkomsel tukar point buat di undi dan akhirnya tidak pernah dapat hadiah apa pun,trus siapa kah yg dapat...????",NETRAL
Age Saputra,4,2023-02-27 16:41:09,udah lumayan itu,NETRAL
Dimas Pradana,1,2023-02-04 14:30:37,jaringan kacauuuuu,NEGATIF
Teuku Safrijal,1,2023-02-19 12:44:47,setelah memakai telkomsel sama saja paket nya mahal mahal.waktu masuk pesan dari telkomsel paket nya murah.di suruh cek atau beli di mytelkomsel.pas udah buka mytelkomsel nya malah zonk tidak sesuai dengan pesan dari telkomsel.. Tolong dan mohon di perbaiki kembali mytelkomsel nya..klau seperti ini sama saja membohongi pengguna telkomsel akhirnya beralih ke kartu lain.. Terimakasih.,NEGATIF
Sugeng Riyadi,5,2023-02-07 13:26:24,"sangat bagus,dan mempermudah",POSITIF
Rudi Pratama,5,2023-02-23 13:14:35,sinyal ngelag yang disalahin apknya. aneh bet orang indo,NEGATIF
JAGOJA Productoin,1,2023-02-26 10:50:20,"MAHAL,PELAYANAN JARINGAN INTERNET SEMAKIN LAMA SEMAKIN BERMASALAH. JARINGAN INTERNET SERING HILANG TANPA SEBAB,TIDAK ADA PEMBERITAHUAN SECARA KHUSUS DARI PIHAK TELKOMSEL APABILA ADA KERUSAKAN/KENDALA YANG MENYEBABKAN TERGANGGU NYA JARINGAN. JIKA TERUS SEPERTI INI PERCAYALAH,TERKOMSEL AKAN DITINGGALKAN OLEH MASYARAKAT KALAU TIDAK ADA PERUBAHAN SAMA SEKALI.",NEGATIF
Abu Yasid,5,2023-02-12 04:19:37,jaringan terluas tanpa batas,POSITIF
Ruslan Iskandar,1,2023-02-02 03:03:59,"Parah saya isi kuota di aplikasi pakai gopay, gopay terpotong kuota malah tidak ke isi... sialan benar rugi saya...",NEGATIF
Diki Pratama,5,2023-02-20 04:51:26,sangar puas dan juga murah terima kasih my telkomsel,POSITIF
Bortol Jalu,1,2023-02-06 01:36:53,"Aplikasi nya berat, dan knpa Telkomsel s3karang makin hari paketan makin mahal, gua orang susah bukan Sultan seberapapun harga paket nya D beli, ayok p3ngguna Telkomsel ganti jngan pake Telkomsel lagi makin mahal",NEGATIF
Asraf Sarif,3,2023-02-01 00:20:09,mantap pisan,POSITIF
Aep Saepudin,5,2023-02-03 23:13:45,my telkomsel it's my life.,POSITIF
Benjamin Daniel Warokka Benny,5,2023-02-11 12:05:29,lebih prima,POSITIF
Luthfi Hafidh,5,2023-02-10 05:57:17,top markotop,POSITIF
Siti Fatonah alfakah,5,2023-02-07 11:57:46,"Lancar semua pekerjaan dan komunikasi bersama Telkomsel......👍🤓, terima kasih Telkomsel.....lebih seru kalau dapat hadiah atau bonus....😇🥰",POSITIF
Darmatin,5,2023-02-03 08:19:08,"Aplikasinya sangat membantu saya, bagus.",POSITIF
Edi Sugiharto,4,2023-02-18 20:59:09,ditingkatkan,NETRAL
philindo manullang,2,2023-02-03 10:40:04,Aplikasinya sangat susah dibuka... Padahal pakai internet Telkomsel.... Jadi di perkuat dulu sinyalnya dan kecepatan maka aplikasi baru bisa bintang 5+++,NEGATIF
Bangput •,1,2023-02-13 19:17:49,"Woi Telkomsel , tolong sampaikan kepada pihak telkomsel ini paketan kok gak jelas bangat Saya beli kuota 20gb tertulis 12nasional,, dan 8apps untuk chat,FB,yt,tiktok,netflik dll. Saya main apk tiktok yg kemakan kuota nasional Itu 8gb tidak terpakai masih utuh hingga paketan nasional saya habis... Dan stlh paket nasional habis saya tidak bisa buka lagi apa2 cuma tiktok doang trus apa guna nya 8gb itu yg kata nya untuk chat,FB,yt,tiktok dll",NEGATIF
Alam Farid,1,2023-02-04 23:45:28,"Tolong dong jangan memaksa pakai kuota darurat, saya sebagai pengguna telkomsel nggak pernah merasa menyetujui kuota darurat, tapi kok di setujui sepihak Tolong di perbaiki lagi",NEGATIF
Putraslamet keduaPesigit,5,2023-02-05 03:49:04,sangat membantu dalam masalah jaringan memang telkomsel jaringan sinyal yg sangat luar biasa diseluruh penjuru indonesia dan juga pelayanannya yg sangat memuaskan..trimakasih TELKOMSEL,POSITIF
Alvin Diduk,5,2023-02-09 13:43:40,good operator,POSITIF
Hendi permana Putra,4,2023-02-19 14:26:43,Paketnya mahal majaly,NEGATIF
Pengguna Google,1,2023-02-02 03:15:52,"Telkomsel pelayanan semakin parah...seringguan padahal area kota,,.. ayo rame2 ganti XL aja..lebih murah dan jaringan stabil.",NEGATIF
Arinsa Iney,5,2023-02-12 08:16:00,telkomsel paling mantap😍,POSITIF
Rozak El Fath,1,2023-02-27 09:05:39,"Jaringan jelek , paketan mahal",NEGATIF
Mjosvalgio,5,2023-02-19 02:16:50,Bg mana event yg 12GB 10poin tu😁,NETRAL
Nanik Asliha,5,2023-02-28 13:39:31,top top top buangtz,POSITIF
Suhendri sukses,5,2023-02-02 13:54:00,"kenapa tidak bisa aktivasi payleter nomor saya min,mohon pencerahannya?",NETRAL
OAK WANTO,5,2023-02-09 10:04:19,Sudah lumayan lama juga pake telkomsel,NETRAL
kayla damanik,1,2023-02-03 03:08:53,Eh Telkom maksudnya apa nih gak bisa login akun Maxim? Sementara apk lain lancar!!! Maksudnya apa nih? Yg jelas ....,NEGATIF
Berkat Gulo17,2,2023-02-01 14:00:43,Maaf kak tiba-tiba pas mau klaim hadiah Langsung di tutup chek-in hariannya Jadi mohon dirubah,NETRAL
Leon Anjing,1,2023-02-04 00:54:02,Gak jelas yang kerja di Telkomsel aku beli paket cuma 25000 gak di proses sampai 2 hari tetap aja di suruh nunggu kalo gak bisa kerja jangan kerja kalian,NEGATIF
Dhian Nurdhiansyah,1,2023-02-08 06:25:29,"Jangan make tekomsel ,2 x beli paket tiba2 ilang paketnya, terus gw tanyain ke cs Telkomsel katanya habis,kan lawak baru beli paket masa habis....semogga bangkrut",NEGATIF
Cepi Baskara,5,2023-02-07 09:20:43,jaringan kuat,POSITIF
Rah Madi189,5,2023-02-03 16:56:50,Sangan membantu dalam pembelian pulsa dan paket data...,POSITIF
Muhamad Zainudin,4,2023-02-03 11:14:04,Telkomsel jaringan nya oke,POSITIF
mya syafitri,5,2023-02-20 00:39:44,saya akan pakai Telkomsel klu harga standar,NETRAL
Yonkkess Punker,5,2023-02-02 14:17:47,lumayan simple,POSITIF
Nestor Art,5,2023-02-03 08:40:41,bagus aplikasi ini,POSITIF
Zaidan,1,2023-02-10 05:19:25,Internet lambat dan lama penanganan nya. Saya merasa dirugikan dengan jaringan internet yang buruk,NEGATIF
xSHADOWx White,1,2023-02-10 04:38:44,"Untuk daily check in saya ingin hadiah nya kuota saja, menurut saya voucher diskon tidak berguna untuk saya jadi ganti saja dengan kuota",NETRAL
Gugum N Wachyudin,3,2023-02-09 15:47:27,Ko di suruh login terus ya,NETRAL
inggit channel,3,2023-02-27 09:12:14,"Kenapa saya mau bayar tagihan kartu halo gagal terus , gangguan sistem tp berhari hari",NEGATIF
Tumo Official,5,2023-02-08 10:38:31,Pake telkomsel sejak 2016 sampe sekarang belun ada promo yg murahhh,NETRAL
ELDI MALIQI,3,2023-02-19 07:19:59,gk ada paket gratis nya,NETRAL
Jhack Tongkonan,5,2023-02-19 22:49:04,Ok dan Mantap,POSITIF
Decky Sutarto SW,5,2023-02-27 14:51:11,Telkomsel sangat baik pelayanan nya,POSITIF
Wendi Irawan,5,2023-02-13 17:50:40,Memang mantap,POSITIF
Jefri Gunawan,3,2023-02-09 04:37:04,"Kenapa makin hari makin lemot aja sih telkomsel heran deh,bukan nya tambah bagus malah tambah jelek kualitas nya,saya kecewa",NEGATIF
Der Mawan,4,2023-02-28 19:03:12,Semoga dapat mobil amin,NETRAL
Jogo Tirto,1,2023-02-03 22:39:37,Aplikasi kebanyakan animasi lemot celeh suu,NEGATIF
Dedy Waniwar,1,2023-02-10 07:48:52,Baru mau mencobanya,NETRAL
Padma Permana,1,2023-02-10 10:09:36,"saya beli kouta youtube,di pakai ntn youtube kenapa malah pulsanya yang di sedot?",NEGATIF
Erens Delys,5,2023-02-14 12:58:48,"Telkomsel begitu baik dalam penggunaan layananya selama ini, dan programnya begitu nyata dikalangan masyarakat.terimakasih telkomsel.. kami masih percaya dengan pelayanannya",POSITIF
Naseir_ ART,2,2023-02-24 14:11:58,"Fitur jaga pulsa kurang memuaskan, sudah diaktifkan pulsa masih terkuras tanpa sebab, sedangkan saya tidak menyalakan data sama sekali, tolong lebih di optimalkan untuk fitur jaga pulsa nya🙏🏻🙏🏻",NETRAL
Jhen Jailani,1,2023-02-25 08:28:32,Dev tolong lah masaa gua abis isi pulsaa langsung ke ambil pulsanya asu mana duit gua gada alagi anj,NEGATIF
soetarno 87,3,2023-02-11 00:25:42,Daily check-in perlu berbenah,NETRAL
Yabes Bia,5,2023-02-12 05:56:02,Baik dalam pelayanan,POSITIF
Siska Sri W,2,2023-02-07 00:27:49,mdh²han mng,NETRAL
Muhamad Iqbal,5,2023-02-27 18:17:59,Saya puas dengan layanan My Telkomsel,POSITIF
Supriyanto,5,2023-02-08 11:53:59,"Aplikasi yang bagus. Lebih mudah cek pulsa dan kuota. Ada program daily check in dengan hadiah menarik. Dan yang pasti, kita bisa beli paket data dengan harga lebih murah disini. 👌",POSITIF
peri padli,2,2023-02-03 04:45:18,Udah macam pepk jaringan klen,NEGATIF
Efrin Putra,1,2023-02-27 18:43:28,"Signal paling lelet klo game.... Harga mahal,, telkomsel kayak apa ini...",NEGATIF
Wahyu,3,2023-02-04 11:09:14,"Sekarang sinyal Telkom susah di cari di tempat saya dulunya di kampung kenceng sangat,dan sekarang lemot,padahal deket tower pemantul sinyal telkom",NEGATIF
Meteors Sky,4,2023-02-14 20:31:53,kualitas bqgus sinyal ok tapi harga sedikit mahal hanya sedikit,NETRAL
Muhamad Vahri,2,2023-02-04 23:57:26,Mahal² jaringannya bobrok,NEGATIF
Wahzoe_ Uchey,5,2023-02-03 07:04:14,memuaskan memudahkan,POSITIF
ABD KHALIM,1,2023-02-06 06:30:36,Sinyal telkomsel semakin memburuk di kawasan area daerah saya Desa Pucakwangi kecamatan Babat Kabupaten Lamongan,NEGATIF
Departem Cycle,1,2023-02-07 03:26:49,"Custumer servisnya blo,on nanya bertele tele ngabisin pulsa aja,gw transfer hari ini ga ada notifikasinya, kenapa lu ga kirim notifikasi transfer via SMS",NEGATIF
Hermayunis,5,2023-02-05 09:30:09,pake my telkomsel semua bisa 👍,POSITIF
Toto Iswanto,2,2023-02-01 12:38:18,Makin kesini sering lemot,NEGATIF
Trio Saputra,5,2023-02-04 19:09:52,Lebih mudah lebih murah🥰,POSITIF
Pa B3n,5,2023-02-08 12:03:32,sangat terbaik dan jika ditambah paket data promo internet 30 hari.,POSITIF
Ivan Rusdianto,1,2023-02-11 05:20:18,Nilai sendiri,NEGATIF
Heru Novianto,1,2023-02-01 12:19:17,Sinyal lemot naik turun tidak stabil tidak sesuai yang d harapkan tidak seperti telkomsel yang dulu . .,NEGATIF
Herobrine FF,5,2023-02-02 07:12:51,"bagus, amiiiin",POSITIF
One Piece,5,2023-02-23 15:31:18,Mantap aplikasinya,POSITIF
Arif Indra,1,2023-02-27 19:40:35,Ini gimana sih kartu SIM selain Telkomsel selalu ada kuota darurat nya ini mana kuota darurat nya kasih dong min untuk jaga jaga kalo kehabisan kuota nih.lama lama pindah kartu SIM nih enaknya,NEGATIF
Cahyandi,1,2023-02-27 17:28:10,Bangsatttt,NEGATIF
Aspal Hitam,1,2023-02-10 09:59:08,"Bangke, harus beli pulsa dulu baru bisa ngambil semua hadiah daily check in, saya yg masih sekolah belum punya akun2 seperti Dana,gopay dll, jadi gimana caranya bisa kebeli tuh pulsa",NEGATIF
Livia Lutfi,1,2023-02-28 13:40:49,Dulu perasaan Telkomsel ngk lag lag Amat tapi sekarang lag nya udh kebangetan untuk harga paketan yg segitu itu maaf ya jelek banget 👎 padahal ngk ada hujan mau pun angin Mendingan kartu lain yg murah tapi pas hujan lag dari pada ini ngk hujan pun lag apa lagi hujan. itu aja pesan saya terimakasih .,NEGATIF
Agus Mulyono,2,2023-02-05 17:18:31,sinyal kurang kuat,NETRAL
Susanah Sanah,5,2023-02-04 14:07:36,manteeeeep,POSITIF
Muh. Awwaludin Gunawan,5,2023-02-01 00:04:23,kadang waras kadang edan,NETRAL
Rini Astuti Ratna,5,2023-02-03 23:21:25,sangat bagus luar biasa aplikasi nya saya suka,POSITIF
Radit Tya,1,2023-02-05 04:58:23,klo bisa sih kasih agak murahan dikit,NETRAL
Andi Jaya Nurdin,1,2023-02-01 11:45:13,Sinyal lemot,NEGATIF
Jun Junaidi,5,2023-02-21 12:51:42,tekomsel semakin lancar,POSITIF
Sasmita idrissyifa,4,2023-02-07 14:21:29,memudakan saya beli paket data dengan banyak promo,POSITIF
didik Prayitno,5,2023-02-15 00:55:12,perbaiki lagi kualiyas sinyalnya,NETRAL
Edi Siswanto,5,2023-02-03 14:56:11,Berharap dapat banyak promo murah🤭,NETRAL
Safira ara,1,2023-02-08 07:05:56,"Paket internet makin lama makin mahal ,",NEGATIF
adamsyah nugraha,1,2023-02-28 13:42:02,"Saya tidak bisa bayar paket bulanan, pake dana, ovo, link aja, alasannya system' error' terus, akhirnya tanpa internet kalau diluar rumah menghambat pekerjaan",NEGATIF
Wahyu Marbangun,1,2023-02-07 15:46:09,"Paket internet & telpon mahal, sinyal nya kayak SAMAPHHHHHHH!!!!!!!! Telkomsel BOBROK 👎👎👎👎",NEGATIF
Iwan Guwan,5,2023-02-28 19:16:31,Telkomsel terbaik di dunia,POSITIF
Kehormatan Kami,5,2023-02-10 23:27:53,Aplikasi mantap..sangat membantu..pokok na terbaik,POSITIF
iin hindasah,5,2023-02-28 01:06:54,Mengapa paket darurat selalu aktif otomatis...gmn caranya menonaktifkannya🙏🙏🙏🙏please...,NETRAL
Hasrul Hastala,5,2023-02-16 02:14:32,bismillah semoga tahun ini bisa dapat hadia,NETRAL
Desy Ariany,1,2023-02-09 02:58:46,"Bingung sama aplikasi ini. Beli pulsa 50k tertulis masa aktif 45 hari. Tapi, nyatanya cuma 1 bulan.",NEGATIF
Abdul Rahman,5,2023-02-27 02:01:35,my Telkomsel mantaap,POSITIF
Suli Aji,3,2023-02-09 09:27:13,",w 12 2 wae 1",NETRAL
Al2708 Cryp,4,2023-02-19 00:35:21,Bagus .. Mudah di gunakan ..,POSITIF
Ibrah Aja,1,2023-02-28 11:16:53,Saya beli paket extra combo. Paketnya terbagi antara paket utama dan sosmed. Tapi kalau buka sosmed yang berkurang malah paket utama.. Paket sosmed terpakai setelah paket utama sudah habis.. Lantas apa gunanya dipisah? Aneh kan !!!,NEGATIF
Alim Andrifky,5,2023-02-15 10:18:21,makin untung dan gak ribet pake my tsel,POSITIF
Puput Rahayu,5,2023-02-03 20:34:16,semoga saya beruntung hp buat Ade sekolah,NETRAL
Andi Pujiono,3,2023-02-10 23:34:00,tingkatkan kualitas jaringan di pedalaman,NETRAL
Arti Lestari,5,2023-02-23 02:16:25,saya menggunakan telkomsel g pernah lemot kenceng trs signalnya,POSITIF
Fahmi Fahrul,5,2023-02-07 03:38:32,mempermudah transaksi pulsa tanpa ada potongan PPN lagi,POSITIF
Asep Ripai,3,2023-02-02 03:09:07,nanti kalo gak ada gangguan baru bintang 5,NETRAL
Surmandi Sur,1,2023-02-06 15:19:51,Mau beli paket Harga 10000,NETRAL
Regi Baihaqi,2,2023-02-06 22:29:04,slalu berubah paketnya pengen yg 14 gb 30k,NETRAL
Galan Arkana,5,2023-02-02 15:21:28,sinyal bagus banget...tapi mohon untuk paket internet lebih terjangkau atau murah,NETRAL
Muslihat Emoes81,5,2023-02-11 07:21:10,promonya banyakin,NETRAL
Wildan Sumarna,3,2023-02-24 07:09:40,Untuk sinyal ok meski leg dikit untuk wilayah cianjur. Dan untuk harga tolong dong itu kuota yg 9 Gb harganya jangan 31rb kurangi jadi 30 aj soalnya kalo beli 31 rb susah apalagi kurang seribu hadeh gitu aja dan untuk mpoin lebih baik dapat poin setiap isi pulsa dan dapat rewad ya buknaya di bulanain tar ku tambah bintang lagi kalo udah di perbaiki. Ada harga ada kualitas ok,NETRAL
Nisah Rahmat,1,2023-02-01 01:38:05,Pulsa sering habis sendiri tapi di cek history pemakaian tidak ada,NEGATIF
Farhana Ndila,4,2023-02-03 11:13:26,Semoga mungkin tambah murah,NETRAL
Syafar Koto,1,2023-02-06 08:42:28,2Catatan Nsdd 33,NETRAL
Kencuz 28,3,2023-02-05 02:54:52,"lumayan,tapi syangnya harga paketan agak malah",NETRAL
Mizanul Haq,1,2023-02-06 04:17:18,Kok eror terus loginnya,NEGATIF
Bambang sentolet Herry,5,2023-02-05 06:32:46,Bambang Hermanto,NETRAL
Paska Manalu Manalu,1,2023-02-01 13:29:20,Sinyal makin hari makin tambah jelek,NEGATIF
Abdurahman Gintings,5,2023-02-08 01:09:57,Telkomsel tetap dihatiku,POSITIF
Danish Fatih,5,2023-02-08 15:18:23,puas akan pelayanan nya,POSITIF
SE CHANNEL,5,2023-02-02 17:14:38,"selama saya ikut undian belum pernah menang, semoga menang.",NETRAL
Ardiansyah Subandi,2,2023-02-09 15:37:18,"Aplikasi nya error , tidak ada menu internetan",NEGATIF
Anjas Asmara Anjas,5,2023-02-07 12:08:38,soal penjualan lancar,POSITIF
Manunggul Tambunan,5,2023-02-28 00:32:53,tingkatkan sinyal...dah ?,NETRAL
Google Google,4,2023-02-10 16:31:10,untuk tukar point lebih diperluas kpd kuota,NETRAL
Fikri Akmal,1,2023-02-15 02:20:01,"Jaringan ngelag mulu, harga paket mahal",NEGATIF
Hafizh Nur,1,2023-02-10 12:54:05,Jelek parah sinyalnya,NEGATIF
Putri Wulandari,1,2023-02-07 07:49:25,"Pulsa saya sering hilang, terus dapat sms anda bebas nelpon, setelah itu ada sms lagi pulsa saya kurang dari 1.000 ketika di cek di my telkomsel tidak ada langganan padahal saya tidak berlangganan apa pun",NEGATIF
slamet priyadi,4,2023-02-02 00:01:31,mantap 👍👍,POSITIF
dicky damara,1,2023-02-13 12:47:13,MASIH TETAP ULASAN SAMA.. HARGA MAHAL TAPI SINYAL JELEK,NEGATIF
Sayuti Uti,5,2023-02-10 07:30:56,Memuaskan my telkomsel,POSITIF
Tegar Penemuan,5,2023-02-16 01:03:00,Fitur lock pulsa sudah ada itu yang sangat kami harapkan akhirnya terwujud...namun masih ada problem untuk telkomsel..ketika ada kuota bonus yang terpakai adalah kuota utama. Jadi rasanya cukup sia² bonusnya tidak terpakai. Semoga Telkomsel tetap menjadi yang terdepan. Satu lagi poin Saya tidak masuk setelah pembelian.,POSITIF
Davidson Karmoy,4,2023-02-05 22:51:55,Mantap sangat membantu.,POSITIF
Vera Wahyuningsih28,5,2023-02-27 23:59:59,sekarang lebih keren,POSITIF
Kusak jarang Kusak maram,3,2023-02-27 17:34:06,hanya mencoba,NETRAL
Evercoss A74,5,2023-02-09 06:15:23,fungsi jaga pulsa aktiff. good ga maling pulsa lg. 😂😂,POSITIF
Dalian Yayan,1,2023-02-20 07:35:29,Saya sangat kecewa sekali karena pulsa saya di potong sama pihak Telkomsel saat saya membeli kouta,NEGATIF
mas mas,5,2023-02-24 05:39:42,"UIXnya jauh lebih baik dari versi yg lalu. sangat mudah nemuin hal2 yg diperlukan, dan sekarang dirasa agak lebih transparan apa yang dibeli, dan apa yg di dapat. loading aplikasinya juga udah meningkat. dari yg sebelumnya lemot abis, sekarang lancar.",POSITIF
Diant Banna,4,2023-02-05 02:48:14,lumayan lihat perkembangan,NETRAL
Papi David,1,2023-02-03 17:25:20,"ADA APA INI TELKOMSEL? SEHARIAN JARINGAN TENGGELAM TIMBUL. BAHKAN SEKARANG HILANG TOTAL. PERBAIKI LAH. JANGAN UANG KONSUMEN MASUK, PELAYANAN SEMAKIN BURUK....PERBAIKI....",NEGATIF
Fatkhurrozi,4,2023-02-12 12:03:24,Terimakasih min sudah di beri fitur lock pulsa semoga tidak berkurang saat paket internet habis jadi bisa isi pulsa sewaktu-waktu tanpa harus menunggu paket internet habis baru beli pulsa karna takut pulsa kepotong saat paket internet habis dan data masih nyala,POSITIF
YOFI XABRE,2,2023-02-23 23:41:15,"Blank spot signal Telkomsel di jalan dewa ciangsana dari tahun jebot kapan difollow up? Paket pulsa internet yang ada telpon, sms dll mending dihilangkan saja Min. Ga pernah dipake, jual saja yang full internet tidak usah di bagi2 lg buat kuota hiburan dll.",NETRAL
Erwin syahputra Purba,1,2023-02-05 15:58:18,"Jaringan gak ada guna nya..nyesal gue pake kartu ini Beda sama kartu tetangga,jaringan ny full",NEGATIF
A Li,5,2023-02-28 07:07:29,Semoga aja tarif nya gak naik terus dan makin banyak promo nya,NETRAL
Tata Sunarta,5,2023-02-11 00:41:50,mudah pengguna,POSITIF
Suryatin Suryatin,4,2023-02-03 13:34:19,"Belum coba sih, tapi semoga saja bagus ya.",NETRAL
Quotes Fz,1,2023-02-06 18:18:16,"Aplikasi ini gak seru, event² udah hilang",NEGATIF
Adli Pauji,5,2023-02-14 12:16:26,Y ndatau ko tanya saya,NETRAL
Umar Dani,5,2023-02-26 08:45:51,masih mantap,POSITIF
Rahmat Hidayat,1,2023-02-07 13:42:13,"Telkomsel taik lah,jaringan suka hilang hilang gk jelas,mati hidup mati hidup,mengganggu aktifitas online saja...",NEGATIF
iyan wae,5,2023-02-01 00:10:29,my Telkomsel mantaf,POSITIF
Alfi Anzista,1,2023-02-26 13:42:32,"Harga yang mahal tidak sesuai dengan kualitas yang sangat buruk. Harga paket internet tidak adil, berbeda beda ada pengguna yang dapat harga paket internet murah dan ada yang dapat paket mahal. Aplikasi my Telkomsel sangat tidak berguna. Sudah puluhan tahun pakai Telkomsel peningkatan sangat kecil. Dan makin lama makin TOLOL TELKOMSEL INI.",NEGATIF
Winda febrianti,5,2023-02-01 17:39:17,Bagus mmmmm,POSITIF
Night Rolle,5,2023-02-01 10:32:47,Bagus dan berguna untuk pencarian di google,POSITIF
Siti Nurbaya,2,2023-02-01 22:16:42,Dua dulu karena blm digunakan semoga bisa ditukarkan dengan pulsa atau paket internet kedepannya,NETRAL
erik widiano,5,2023-02-05 15:18:47,more good network,POSITIF
Aprilia Lia,4,2023-02-21 12:07:52,baru download jd belum tau asyiknya,NETRAL
honam li,5,2023-02-25 05:03:37,Aplikasi nya bagus... Tapi tower disini nya lemot Trus...,NETRAL
Dhhs Bsbbs,3,2023-02-28 02:51:28,"Kenapa sih Telkomsel lebih mahal paket nya, gak seperti kartu lainnya lebik murah, jika Telkomsel lebih murah mukin banya pengun nya",NEGATIF
Dimas Brillian vernando,1,2023-02-11 00:09:15,"Apk cengoh lawak masa hadiah harian 22 hari cuma jatah claim nya ,18 hari",NEGATIF
Lamsihar Sidebang,1,2023-02-09 06:47:36,saya mencoba apk Telkomsel baru baru ini,NETRAL
Dimas Fauzi,1,2023-02-11 07:57:10,Beli telkom sekarang ga akurat kuota mahal sinyal ngelek bgt 123mbps aja ga nyampek padahal aku tingal di kota besar,NEGATIF
Arty Septiani,5,2023-02-07 11:39:32,"bagus, tapi kurang simple",NETRAL
Cenel Baru,5,2023-02-20 01:04:06,Apk ini sangat bagus dan terpercaya peroses yah sangat cepat dengan harga harga yg murah tunggu apa lgi download sekarang kamu akan merasakan keyamanan dan kepuasan saat memakai apk ini download yah 😁,POSITIF
Heru Trifebriantiko,3,2023-02-14 16:08:38,"Saya pakek Telkomsel krna jaringan paling luas dan terkenal sinyal bagus, Telkomsel drpd yg lainnya termasuk provider yg menurut saya juga terbilang g murahan. Tp kenapa enak2 nyantai jam 11 malem maen game tiba2 sinyal ilang, mulanya saya kasih bintang 5 skrg saya kurangi jadi bintang 3, payah",NETRAL
Ikhwan Muslim,1,2023-02-03 03:39:54,"Hargga paket mewah,jaringan B ajah",NETRAL
Asaleh Guhir,4,2023-02-15 06:15:29,Mo mmk n864,NETRAL
Repan Septian,5,2023-02-06 05:14:14,sangat baikkkk 100 buat my telkomsel,POSITIF
Yusro Dot,5,2023-02-05 04:50:20,semoga berkah di tahun 2023,NETRAL
mbah gulung,5,2023-02-06 16:15:37,aplikasi yang SANGAT berguna kedepannya perbanyak promo dan jangan MAHAL MAHAL,POSITIF
Facharuddin Harahap,4,2023-02-01 10:58:32,Mohon tingkat kan kualitas dan kuantitas Telkomsel di daerah pedesaan,NETRAL
car rin,5,2023-02-01 04:52:37,Mantap cuma agak mahal,NETRAL
Aak Asep,5,2023-02-05 00:20:24,mantap min,POSITIF
begyo riyanto,1,2023-02-10 18:31:58,Sia sia mengikuti daily checkin mau dapet kuota. sedangkan acara nya keburu berakhir batas waktu nya ga sesuai..kok makin aneh sii..ga jelas..padahal ngikuti dari awal dimulai... .zzzzzzzzzz..,NEGATIF
Jibran Wibawa,4,2023-02-10 14:34:07,kalo bisa pls y jangan kepotong dong kalo kuota abis..suka lupa Matin data,NETRAL
JAROT HERAWANTO,5,2023-02-08 10:20:17,Mudah dan cepat gak pakai ribet......manstaf......👍😃,POSITIF
heriyanto022,4,2023-02-02 15:55:33,kasih turun lagi harga paket combo sakti ny,NETRAL
Bima Hakim,1,2023-02-08 14:08:38,Pembohong. Fitur jaga pulsa. Tapi pulsa yg disimpan malah habis gak pernah dipakai juga. Padahal sya pakai wifi.,NEGATIF
Wi Dono,5,2023-02-05 02:29:28,mantap min sayangnya bonus gak bisa di pakai,NETRAL
victor zebua,1,2023-02-01 10:57:39,"Hallo kak saya mau tanya, kira² Telkomsel kapan bangkrutnya ya? Kabari saya ya kalau Telkomsel bangkrut. Salam satu sinyal🙏😁",NEGATIF
Leo Pangaribuan,5,2023-02-05 19:18:29,mantap jiwa,POSITIF
FAUZAN_ 17,5,2023-02-08 16:26:55,jaringan menyeluruh,POSITIF
WP SK,5,2023-02-24 10:45:53,Kuota ku berapa MB lagi?,NETRAL
Muhammad Diah,5,2023-02-13 16:00:13,"oky apknya, tapi kenapa poin nya tidak bisa ditukar dgn pulsa seperti dulu..??",NETRAL
achil tomank,5,2023-02-06 08:08:48,pelayanan yg cepat tepat,POSITIF
Ahmad Wahyu,1,2023-02-07 14:19:21,"Berat, jaringan jg jelek, mahal",NEGATIF
Yusuup,5,2023-02-22 17:35:37,bisssmilah semoga depat motor beat buat kuliiah dan bantu orang tua kemana mana.... aminnn,NETRAL
