content,textPreprocessing,sentiment
"Aplikasi nya berat, dan knpa Telkomsel s3karang makin hari paketan makin mahal, gua orang susah bukan Sultan seberapapun harga paket nya D beli, ayok p3ngguna Telkomsel ganti jngan pake Telkomsel lagi makin mahal",aplikasi nya berat telkomsel sekarang makin hari paket makin mahal gue orang susah bukan sultan berapa harga paket nya d beli ayo guna telkomsel ganti jangan pakai telkomsel makin mahal,NEGATIF
mantap pisan,mantap pis,POSITIF
my telkomsel it's my life.,my telkomsel it s my life,POSITIF
lebih prima,lebih prima,POSITIF
top markotop,top markotop,POSITIF
"Lancar semua pekerjaan dan komunikasi bersama Telkomsel......ðð¤, terima kasih Telkomsel.....lebih seru kalau dapat hadiah atau bonus....ðð¥°",lancar semua kerja komunikasi sama telkomsel terima kasih telkomsel lebih seru kalau hadiah bonus,POSITIF
"Aplikasinya sangat membantu saya, bagus.",aplikasi sangat bantu bagus,POSITIF
ditingkatkan,tingkat,NETRAL
Aplikasinya sangat susah dibuka... Padahal pakai internet Telkomsel.... Jadi di perkuat dulu sinyalnya dan kecepatan maka aplikasi baru bisa bintang 5+++,aplikasi sangat susah buka padahal pakai internet telkomsel jadi kuat dulu sinyal cepat aplikasi baru bintang,NEGATIF
"Woi Telkomsel , tolong sampaikan kepada pihak telkomsel ini paketan kok gak jelas bangat Saya beli kuota 20gb tertulis 12nasional,, dan 8apps untuk chat,FB,yt,tiktok,netflik dll. Saya main apk tiktok yg kemakan kuota nasional Itu 8gb tidak terpakai masih utuh hingga paketan nasional saya habis... Dan stlh paket nasional habis saya tidak bisa buka lagi apa2 cuma tiktok doang trus apa guna nya 8gb itu yg kata nya untuk chat,FB,yt,tiktok dll",woi telkomsel sampai pihak telkomsel paket kok tidak jelas banget beli kuota gb tulis nasional aplikasi chat facebook youtube tiktok netflix dan lain lain main aplikasi tiktok makan kuota nasional gb tidak pakai utuh hingga paket nasional habis paket nasional habis tidak buka apa cuma tiktok doang terus apa nya gb kata nya chat facebook youtube tiktok dan lain lain,NEGATIF
"Tolong dong jangan memaksa pakai kuota darurat, saya sebagai pengguna telkomsel nggak pernah merasa menyetujui kuota darurat, tapi kok di setujui sepihak Tolong di perbaiki lagi",dong jangan paksa pakai kuota darurat guna telkomsel tidak pernah rasa tuju kuota darurat kok tuju pihak baik,NEGATIF
sangat membantu dalam masalah jaringan memang telkomsel jaringan sinyal yg sangat luar biasa diseluruh penjuru indonesia dan juga pelayanannya yg sangat memuaskan..trimakasih TELKOMSEL,sangat bantu masalah jaring memang telkomsel jaring sinyal sangat luar biasa seluruh penjuru indonesia layan sangat muas terima kasih telkomsel,POSITIF
good operator,good operator,POSITIF
Paketnya mahal majaly,paket mahal majalaya,NEGATIF
"Telkomsel pelayanan semakin parah...seringguan padahal area kota,,.. ayo rame2 ganti XL aja..lebih murah dan jaringan stabil.",telkomsel layan makin parah sering ganggu padahal area kota ayo ramai ganti xl lebih murah jaring stabil,NEGATIF
telkomsel paling mantapð,telkomsel paling mantap,POSITIF
"Jaringan jelek , paketan mahal",jaring jelek paket mahal,NEGATIF
Bg mana event yg 12GB 10poin tuð,bagai mana event gb poin tu,NETRAL
top top top buangtz,top top top buang,POSITIF
"kenapa tidak bisa aktivasi payleter nomor saya min,mohon pencerahannya?",tidak aktivasi paylater nomor admin mohon cerah,NETRAL
Sudah lumayan lama juga pake telkomsel,lumayan lama pakai telkomsel,NETRAL
Eh Telkom maksudnya apa nih gak bisa login akun Maxim? Sementara apk lain lancar!!! Maksudnya apa nih? Yg jelas ....,eh telkom maksud apa nih tidak login akun maxim aplikasi lancar maksud apa nih jelas,NEGATIF
Maaf kak tiba-tiba pas mau klaim hadiah Langsung di tutup chek-in hariannya Jadi mohon dirubah,maaf kak tiba tiba pas mau klaim hadiah langsung tutup cek in hari jadi mohon rubah,NETRAL
Gak jelas yang kerja di Telkomsel aku beli paket cuma 25000 gak di proses sampai 2 hari tetap aja di suruh nunggu kalo gak bisa kerja jangan kerja kalian,tidak jelas kerja telkomsel aku beli paket cuma tidak proses hari tetap suruh tunggu kalau tidak kerja jangan kerja kalian,NEGATIF
"Jangan make tekomsel ,2 x beli paket tiba2 ilang paketnya, terus gw tanyain ke cs Telkomsel katanya habis,kan lawak baru beli paket masa habis....semogga bangkrut",jangan pakai tekomsel x beli paket tiba hilang paket terus gue tanya cs telkomsel kata habis kan lawak baru beli paket masa habis moga bangkrut,NEGATIF
jaringan kuat,jaring kuat,POSITIF
Sangan membantu dalam pembelian pulsa dan paket data...,sangat bantu beli pulsa paket data,POSITIF
Telkomsel jaringan nya oke,telkomsel jaring nya oke,POSITIF
saya akan pakai Telkomsel klu harga standar,pakai telkomsel kalau harga standar,NETRAL
lumayan simple,lumayan simpel,POSITIF
bagus aplikasi ini,bagus aplikasi,POSITIF
Internet lambat dan lama penanganan nya. Saya merasa dirugikan dengan jaringan internet yang buruk,internet lambat lama tangan nya rasa rugi jaring internet buruk,NEGATIF
"Untuk daily check in saya ingin hadiah nya kuota saja, menurut saya voucher diskon tidak berguna untuk saya jadi ganti saja dengan kuota",daily check in hadiah nya kuota voucher diskon tidak guna jadi ganti kuota,NETRAL
Ko di suruh login terus ya,ko suruh login terus,NETRAL
"Kenapa saya mau bayar tagihan kartu halo gagal terus , gangguan sistem tp berhari hari",mau bayar tagih kartu halo gagal terus ganggu sistem hari hari,NEGATIF
Pake telkomsel sejak 2016 sampe sekarang belun ada promo yg murahhh,pakai telkomsel sejak sekarang belum promo murah,NETRAL
gk ada paket gratis nya,tidak paket gratis nya,NETRAL
Ok dan Mantap,oke mantap,POSITIF
Telkomsel sangat baik pelayanan nya,telkomsel sangat baik layan nya,POSITIF
Memang mantap,memang mantap,POSITIF
"Kenapa makin hari makin lemot aja sih telkomsel heran deh,bukan nya tambah bagus malah tambah jelek kualitas nya,saya kecewa",makin hari makin lambat sih telkomsel heran deh bukan nya tambah bagus malah tambah jelek kualitas nya kecewa,NEGATIF
Semoga dapat mobil amin,moga mobil amin,NETRAL
Aplikasi kebanyakan animasi lemot celeh suu,aplikasi banyak animasi lambat celeh su,NEGATIF
Baru mau mencobanya,baru mau coba,NETRAL
"saya beli kouta youtube,di pakai ntn youtube kenapa malah pulsanya yang di sedot?",beli kouta youtube pakai tonton youtube malah pulsa sedot,NEGATIF
"Telkomsel begitu baik dalam penggunaan layananya selama ini, dan programnya begitu nyata dikalangan masyarakat.terimakasih telkomsel.. kami masih percaya dengan pelayanannya",telkomsel baik guna layan lama program nyata kalang masyarakat terima kasih telkomsel percaya layan,POSITIF
"Fitur jaga pulsa kurang memuaskan, sudah diaktifkan pulsa masih terkuras tanpa sebab, sedangkan saya tidak menyalakan data sama sekali, tolong lebih di optimalkan untuk fitur jaga pulsa nyaðð»ðð»",fitur jaga pulsa kurang muas aktif pulsa kuras tidak nyala data sama sekali lebih optimal fitur jaga pulsa nya,NETRAL
Dev tolong lah masaa gua abis isi pulsaa langsung ke ambil pulsanya asu mana duit gua gada alagi anj,developer lah masa gue habis isi pulsa langsung ambil pulsa asu mana duit gue tidak ada anjing,NEGATIF
Daily check-in perlu berbenah,daily check in perlu benah,NETRAL
Baik dalam pelayanan,baik layan,POSITIF
mdhÂ²han mng,mudah mudah menang,NETRAL
Saya puas dengan layanan My Telkomsel,puas layan my telkomsel,POSITIF
"Aplikasi yang bagus. Lebih mudah cek pulsa dan kuota. Ada program daily check in dengan hadiah menarik. Dan yang pasti, kita bisa beli paket data dengan harga lebih murah disini. ð",aplikasi bagus lebih mudah cek pulsa kuota program daily check in hadiah tarik beli paket data harga lebih murah sini,POSITIF
Udah macam pepk jaringan klen,macam pep jaring kalian,NEGATIF
"Signal paling lelet klo game.... Harga mahal,, telkomsel kayak apa ini...",sinyal paling lambat kalau game harga mahal telkomsel apa,NEGATIF
"Sekarang sinyal Telkom susah di cari di tempat saya dulunya di kampung kenceng sangat,dan sekarang lemot,padahal deket tower pemantul sinyal telkom",sekarang sinyal telkom susah cari tempat kampung kencang sangat sekarang lambat padahal deket tower pantul sinyal telkom,NEGATIF
kualitas bqgus sinyal ok tapi harga sedikit mahal hanya sedikit,kualitas bagus sinyal oke harga sedikit mahal sedikit,NETRAL
MahalÂ² jaringannya bobrok,mahal jaring bobrok,NEGATIF
memuaskan memudahkan,muas mudah,POSITIF
Sinyal telkomsel semakin memburuk di kawasan area daerah saya Desa Pucakwangi kecamatan Babat Kabupaten Lamongan,sinyal telkomsel makin buruk kawasan area daerah desa pucakwangi camat babat kabupaten lamongan,NEGATIF
"Custumer servisnya blo,on nanya bertele tele ngabisin pulsa aja,gw transfer hari ini ga ada notifikasinya, kenapa lu ga kirim notifikasi transfer via SMS",customer service blo on tanya tele tele habis pulsa gue transfer hari tidak notifikasi lu tidak kirim notifikasi transfer via sms,NEGATIF
pake my telkomsel semua bisa ð,pakai my telkomsel semua,POSITIF
Makin kesini sering lemot,makin kesini sering lambat,NEGATIF
Lebih mudah lebih murahð¥°,lebih mudah lebih murah,POSITIF
sangat terbaik dan jika ditambah paket data promo internet 30 hari.,sangat baik tambah paket data promo internet hari,POSITIF
Nilai sendiri,nilai sendiri,NEGATIF
Sinyal lemot naik turun tidak stabil tidak sesuai yang d harapkan tidak seperti telkomsel yang dulu . .,sinyal lambat naik turun tidak stabil tidak sesuai d harap tidak telkomsel dulu,NEGATIF
"bagus, amiiiin",bagus amin,POSITIF
Mantap aplikasinya,mantap aplikasi,POSITIF
Ini gimana sih kartu SIM selain Telkomsel selalu ada kuota darurat nya ini mana kuota darurat nya kasih dong min untuk jaga jaga kalo kehabisan kuota nih.lama lama pindah kartu SIM nih enaknya,bagaimana sih kartu sim telkomsel selalu kuota darurat nya mana kuota darurat nya kasih dong admin jaga jaga kalau habis kuota nih lama lama pindah kartu sim nih enak,NEGATIF
Bangsatttt,bangsat,NEGATIF
"Bangke, harus beli pulsa dulu baru bisa ngambil semua hadiah daily check in, saya yg masih sekolah belum punya akun2 seperti Dana,gopay dll, jadi gimana caranya bisa kebeli tuh pulsa",bangkai beli pulsa dulu baru ambil semua hadiah daily check in sekolah belum punya akun dana gopay dan lain lain jadi bagaimana cara beli tuh pulsa,NEGATIF
Dulu perasaan Telkomsel ngk lag lag Amat tapi sekarang lag nya udh kebangetan untuk harga paketan yg segitu itu maaf ya jelek banget ð padahal ngk ada hujan mau pun angin Mendingan kartu lain yg murah tapi pas hujan lag dari pada ini ngk hujan pun lag apa lagi hujan. itu aja pesan saya terimakasih .,dulu asa telkomsel tidak lag lag sekarang lag nya banget harga paket banyak itu maaf jelek banget padahal tidak hujan mau angin mending kartu murah pas hujan lag tidak hujan lag apa hujan pesan terima kasih,NEGATIF
sinyal kurang kuat,sinyal kurang kuat,NETRAL
manteeeeep,mantap,POSITIF
kadang waras kadang edan,kadang waras kadang gila,NETRAL
sangat bagus luar biasa aplikasi nya saya suka,sangat bagus luar biasa aplikasi nya suka,POSITIF
klo bisa sih kasih agak murahan dikit,kalau sih kasih murah sedikit,NETRAL
Sinyal lemot,sinyal lambat,NEGATIF
tekomsel semakin lancar,tekomsel makin lancar,POSITIF
memudakan saya beli paket data dengan banyak promo,mudah beli paket data banyak promo,POSITIF
perbaiki lagi kualiyas sinyalnya,baik kualitas sinyal,NETRAL
Berharap dapat banyak promo murahð¤­,harap banyak promo murah,NETRAL
"Paket internet makin lama makin mahal ,",paket internet makin lama makin mahal,NEGATIF
"Saya tidak bisa bayar paket bulanan, pake dana, ovo, link aja, alasannya system' error' terus, akhirnya tanpa internet kalau diluar rumah menghambat pekerjaan",tidak bayar paket bulan pakai dana ovo link alas sistem error terus akhir internet kalau luar rumah hambat kerja,NEGATIF
"Paket internet & telpon mahal, sinyal nya kayak SAMAPHHHHHHH!!!!!!!! Telkomsel BOBROK ðððð",paket internet telepon mahal sinyal nya sampah telkomsel bobrok,NEGATIF
Telkomsel terbaik di dunia,telkomsel baik dunia,POSITIF
Aplikasi mantap..sangat membantu..pokok na terbaik,aplikasi mantap sangat bantu pokok na baik,POSITIF
Mengapa paket darurat selalu aktif otomatis...gmn caranya menonaktifkannyaððððplease...,paket darurat selalu aktif otomatis bagaimana cara nonaktif please,NETRAL
bismillah semoga tahun ini bisa dapat hadia,bismillah moga tahun hadiah,NETRAL
"Bingung sama aplikasi ini. Beli pulsa 50k tertulis masa aktif 45 hari. Tapi, nyatanya cuma 1 bulan.",bingung sama aplikasi beli pulsa k tulis masa aktif hari nyata cuma bulan,NEGATIF
my Telkomsel mantaap,my telkomsel mantap,POSITIF
",w 12 2 wae 1",w,NETRAL
Bagus .. Mudah di gunakan ..,bagus mudah guna,POSITIF
Saya beli paket extra combo. Paketnya terbagi antara paket utama dan sosmed. Tapi kalau buka sosmed yang berkurang malah paket utama.. Paket sosmed terpakai setelah paket utama sudah habis.. Lantas apa gunanya dipisah? Aneh kan !!!,beli paket ekstra combo paket bagi paket utama sosial media kalau buka sosial media kurang malah paket utama paket sosial media pakai paket utama habis lantas apa guna pisah aneh kan,NEGATIF
makin untung dan gak ribet pake my tsel,makin untung tidak ribet pakai my telkomsel,POSITIF
semoga saya beruntung hp buat Ade sekolah,moga untung hp buat adik sekolah,NETRAL
tingkatkan kualitas jaringan di pedalaman,tingkat kualitas jaring dalam,NETRAL
saya menggunakan telkomsel g pernah lemot kenceng trs signalnya,guna telkomsel g pernah lambat kencang terus sinyal,POSITIF
mempermudah transaksi pulsa tanpa ada potongan PPN lagi,mudah transaksi pulsa potong ppn,POSITIF
nanti kalo gak ada gangguan baru bintang 5,kalau tidak ganggu baru bintang,NETRAL
Mau beli paket Harga 10000,mau beli paket harga,NETRAL
slalu berubah paketnya pengen yg 14 gb 30k,selalu ubah paket gb k,NETRAL
sinyal bagus banget...tapi mohon untuk paket internet lebih terjangkau atau murah,sinyal bagus banget mohon paket internet lebih jangkau murah,NETRAL
promonya banyakin,promonya banyak,NETRAL
Untuk sinyal ok meski leg dikit untuk wilayah cianjur. Dan untuk harga tolong dong itu kuota yg 9 Gb harganya jangan 31rb kurangi jadi 30 aj soalnya kalo beli 31 rb susah apalagi kurang seribu hadeh gitu aja dan untuk mpoin lebih baik dapat poin setiap isi pulsa dan dapat rewad ya buknaya di bulanain tar ku tambah bintang lagi kalo udah di perbaiki. Ada harga ada kualitas ok,sinyal oke meski lag sedikit wilayah cianjur harga dong kuota gb harga jangan ribu kurang jadi soal kalau beli ribu susah kurang ribu hadeh mpoin lebih baik poin isi pulsa reward bukan bulan tar ku tambah bintang kalau baik harga kualitas oke,NETRAL
Pulsa sering habis sendiri tapi di cek history pemakaian tidak ada,pulsa sering habis sendiri cek history pakai tidak,NEGATIF
Semoga mungkin tambah murah,moga mungkin tambah murah,NETRAL
2Catatan Nsdd 33,catat nsdd,NETRAL
"lumayan,tapi syangnya harga paketan agak malah",lumayan sayang harga paket malah,NETRAL
Kok eror terus loginnya,kok error terus login,NEGATIF
Bambang Hermanto,bambang hermanto,NETRAL
Sinyal makin hari makin tambah jelek,sinyal makin hari makin tambah jelek,NEGATIF
Telkomsel tetap dihatiku,telkomsel tetap hati,POSITIF
puas akan pelayanan nya,puas layan nya,POSITIF
"selama saya ikut undian belum pernah menang, semoga menang.",lama ikut undi belum pernah menang moga menang,NETRAL
"Aplikasi nya error , tidak ada menu internetan",aplikasi nya error tidak menu internetan,NEGATIF
soal penjualan lancar,soal jual lancar,POSITIF
tingkatkan sinyal...dah ?,tingkat sinyal,NETRAL
untuk tukar point lebih diperluas kpd kuota,tukar point lebih luas kuota,NETRAL
"Jaringan ngelag mulu, harga paket mahal",jaring lag mulu harga paket mahal,NEGATIF
Jelek parah sinyalnya,jelek parah sinyal,NEGATIF
"Pulsa saya sering hilang, terus dapat sms anda bebas nelpon, setelah itu ada sms lagi pulsa saya kurang dari 1.000 ketika di cek di my telkomsel tidak ada langganan padahal saya tidak berlangganan apa pun",pulsa sering hilang terus sms bebas telepon sms pulsa kurang cek my telkomsel tidak langgan padahal tidak langgan apa,NEGATIF
mantap ðð,mantap,POSITIF
MASIH TETAP ULASAN SAMA.. HARGA MAHAL TAPI SINYAL JELEK,tetap ulas sama harga mahal sinyal jelek,NEGATIF
Memuaskan my telkomsel,muas my telkomsel,POSITIF
Fitur lock pulsa sudah ada itu yang sangat kami harapkan akhirnya terwujud...namun masih ada problem untuk telkomsel..ketika ada kuota bonus yang terpakai adalah kuota utama. Jadi rasanya cukup siaÂ² bonusnya tidak terpakai. Semoga Telkomsel tetap menjadi yang terdepan. Satu lagi poin Saya tidak masuk setelah pembelian.,fitur lock pulsa sangat harap akhir wujud masalah telkomsel kuota bonus pakai kuota utama jadi rasa cukup sia bonus tidak pakai moga telkomsel tetap jadi depan satu poin tidak masuk beli,POSITIF
Mantap sangat membantu.,mantap sangat bantu,POSITIF
sekarang lebih keren,sekarang lebih keren,POSITIF
hanya mencoba,coba,NETRAL
fungsi jaga pulsa aktiff. good ga maling pulsa lg. ðð,fungsi jaga pulsa aktif good tidak maling pulsa,POSITIF
Saya sangat kecewa sekali karena pulsa saya di potong sama pihak Telkomsel saat saya membeli kouta,sangat kecewa sekali pulsa potong sama pihak telkomsel beli kouta,NEGATIF
